SparkleIndex,SparkleTerm,Cui,UmlsCanonicalName,ChosenMethod,ChosenScore,Types
4507,In Vitro Fertilization,C0015915,Fertilization in Vitro,alias,0.0,"[""T061""]"
4509,Impetigo,C0021099,Impetigo,alias,0.0,"[""T047""]"
4514,Implantable Defibrillator,C0162589,Implantable defibrillator,alias,0.0,"[""T074""]"
4520,Imperforate Anus,C0003466,"Anus, Imperforate",alias,0.0,"[""T019""]"
4522,Imperforate Hymen,C0152436,"Hymen, Imperforate",alias,0.0,"[""T019""]"
4524,Immune Deficiency,C0021051,Immunologic Deficiency Syndromes,alias,0.0,"[""T047""]"
4528,Immunogenetics,C0021005,Immunogenetics,alias,0.0,"[""T091""]"
4531,Impacted Cerumen,C0021092,Impacted cerumen,alias,0.0,"[""T033""]"
4538,Image Guided Radiation Therapy,C3179062,"Radiotherapy, Image-Guided",alias,0.0,"[""T061""]"
4539,Immature Teratoma,C0334520,"Teratoma, Malignant",alias,0.0,"[""T191""]"
4542,Ileoscopy,C0192700,Endoscopy of ileum,alias,0.0,"[""T060""]"
4543,Ileostomy,C0020883,Creation of ileostomy,alias,0.0,"[""T061""]"
4544,Iliac Aneurysm,C0162870,Iliac Aneurysm,alias,0.0,"[""T190""]"
4550,Igg Subclass Deficiency,C0162539,IgG Deficiency disorder,alias,0.0,"[""T047""]"
4552,Ileal Conduit,C0348002,Ileal conduit procedure,alias,0.0,"[""T061""]"
4554,Ileitis,C0020877,Ileitis,alias,0.0,"[""T047""]"
4556,Idiopathic Hypertrophic Subaortic Stenosis,C3495498,"Cardiomyopathy, Familial Hypertrophic, 1 (disorder)",alias,0.0,"[""T047""]"
4557,Idiopathic Megacolon,C0025160,Megacolon,alias,0.0,"[""T046""]"
4560,Idiopathic Thrombocytopenic Purpura,C0398650,Immune thrombocytopenic purpura,alias,0.0,"[""T047""]"
4561,Iga Nephropathy,C0017661,IGA Glomerulonephritis,alias,0.0,"[""T047""]"
4563,Hypoxia,C0242184,Hypoxia,alias,0.0,"[""T046""]"
4564,Hysterectomy,C0020699,Hysterectomy,alias,0.0,"[""T061""]"
4565,Hysterosalpingogram,C0020709,hysterosalpingogram,alias,0.0,"[""T060""]"
4567,Hysteroscopy,C0020710,Hysteroscopy,alias,0.0,"[""T060""]"
4569,Ichthyosis,C0020757,Ichthyoses,alias,0.0,"[""T047""]"
4571,Hypothalamic Hamartoma,C0342418,Hypothalamic hamartomas,alias,0.0,"[""T019""]"
4573,Hypothermia,C0020672,"Hypothermia, natural",alias,0.0,"[""T033""]"
4574,Hypothyroidism,C0020676,Hypothyroidism,alias,0.0,"[""T047""]"
4575,Hypotonia,C0026827,Muscle hypotonia,alias,0.0,"[""T033""]"
4578,Hypoventilation Syndrome,C0745186,hypoventilation syndrome,alias,0.0,"[""T047""]"
4579,Hypovolemia,C0546884,Hypovolemia,alias,0.0,"[""T033""]"
4580,Hypopharyngeal Cancer,C1368404,Hypopharyngeal Carcinoma,alias,0.0,"[""T191""]"
4581,Hypophosphatemia,C0085682,Hypophosphatemia,alias,0.0,"[""T047""]"
4582,Hypopigmentation,C0162835,Hypopigmentation disorder,alias,0.0,"[""T047""]"
4584,Hypopituitarism,C0020635,Hypopituitarism,alias,0.0,"[""T047""]"
4586,Hypoplastic Left Heart Syndrome,C0152101,Hypoplastic Left Heart Syndrome,alias,0.0,"[""T047""]"
4587,Hypospadias,C0848558,Hypospadias,alias,0.0,"[""T019""]"
4588,Hypoglycemia,C0020615,Hypoglycemia,alias,0.0,"[""T047""]"
4589,Hypogonadism,C0020619,Hypogonadism,alias,0.0,"[""T047""]"
4590,Hypohidrosis,C0020620,Hypohidrosis,alias,0.0,"[""T047""]"
4591,Hypokalemia,C0020621,Hypokalemia,alias,0.0,"[""T033""]"
4592,Hypomagnesemia,C0151723,Hypomagnesemia,alias,0.0,"[""T047""]"
4594,Hyponatremia,C0020625,Hyponatremia,alias,0.0,"[""T047""]"
4595,Hypoparathyroidism,C0020626,Hypoparathyroidism,alias,0.0,"[""T047""]"
4596,Hypoalbuminemia,C0239981,Hypoalbuminemia,alias,0.0,"[""T047""]"
4597,Hypocalcemia,C0020598,Hypocalcemia,alias,0.0,"[""T047""]"
4598,Hypofractionated Radiation Therapy,C1831786,Hypofractionated radiation therapy,alias,0.0,"[""T061""]"
4599,Hypogammaglobulinemia,C0086438,Hypogammaglobulinemia,alias,0.0,"[""T047""]"
4600,Hypoglossal Nerve Disease,C0152181,Hypoglossal Nerve Disorder,alias,0.0,"[""T047""]"
4601,Hypoglossal Nerve Injury,C0161411,Hypoglossal Nerve Injuries,alias,0.0,"[""T037""]"
4604,Hypertrophic Cardiomyopathy,C0007194,Hypertrophic Cardiomyopathy,alias,0.0,"[""T047""]"
4605,Hypertrophic Pyloric Stenosis,C0700639,"Pyloric Stenosis, Hypertrophic",alias,0.0,"[""T019""]"
4606,Hypertrophy Of Breast,C0020565,Hypertrophy of Breast,alias,0.0,"[""T046""]"
4607,Hypertrophy Of Kidney,C0156259,Hypertrophy of kidney,alias,0.0,"[""T047""]"
4608,Hyperuricemia,C0740394,Hyperuricemia,alias,0.0,"[""T047""]"
4609,Hypnic Headache,C0752150,Hypnic Headache,alias,0.0,"[""T047""]"
4610,Hypnotherapy,C0020587,Hypnotherapy,alias,0.0,"[""T061""]"
4613,Hypertensive Urgency,C0745138,Hypertensive urgency,alias,0.0,"[""T047""]"
4614,Hyperthermia,C0203597,hyperthermia treatment,alias,0.0,"[""T061""]"
4615,Hyperthyroidism,C0020550,Hyperthyroidism,alias,0.0,"[""T047""]"
4616,Hypertonia,C0026826,Muscle Hypertonia,alias,0.0,"[""T033""]"
4617,Hypertrichosis,C0020555,Hypertrichosis,alias,0.0,"[""T047""]"
4619,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,alias,0.0,"[""T047""]"
4621,Hyperprolactinemia,C0020514,Hyperprolactinemia,alias,0.0,"[""T047""]"
4622,Hypersensitivity Pneumonitis,C0002390,Extrinsic allergic alveolitis,alias,0.0,"[""T047""]"
4624,Hypersomnia,C0917799,Hypersomnia,alias,0.0,"[""T047""]"
4625,Hypertelorism,C0020534,Orbital separation excessive,alias,0.0,"[""T033""]"
4626,Hypertension,C0020538,Hypertensive disease,alias,0.0,"[""T047""]"
4627,Hypertensive Crisis,C0020546,Hypertensive crisis,alias,0.0,"[""T046""]"
4628,Hypermobility Syndrome,C0152093,Hypermobility syndrome,alias,0.0,"[""T047""]"
4629,Hypernatremia,C0020488,Hypernatremia,alias,0.0,"[""T047""]"
4630,Hyperoxaluria,C0020500,Hyperoxaluria,alias,0.0,"[""T047""]"
4631,Hyperparathyroidism,C0020502,Hyperparathyroidism,alias,0.0,"[""T047""]"
4632,Hyperphosphatemia,C0085681,Hyperphosphatemia (disorder),alias,0.0,"[""T047""]"
4633,Hyperpigmentation,C0162834,Hyperpigmentation,alias,0.0,"[""T046""]"
4636,Hyperhidrosis,C0020458,Hyperhidrosis disorder,alias,0.0,"[""T033""]"
4639,Hyperkalemia,C0020461,Hyperkalemia,alias,0.0,"[""T033""]"
4640,Hyperkeratosis,C0870082,Hyperkeratosis,alias,0.0,"[""T047""]"
4642,Hypermagnesemia,C0151714,Hypermagnesemia,alias,0.0,"[""T047""]"
4643,Hypercalciuria,C0020438,Hypercalciuria,alias,0.0,"[""T033""]"
4644,Hypercarbia,C0020440,Hypercapnia,alias,0.0,"[""T033""]"
4645,Hypercholesterolemia,C0020443,Hypercholesterolemia,alias,0.0,"[""T047""]"
4646,Hypercoagulable State,C0398623,Thrombophilia,alias,0.0,"[""T047""]"
4648,Hyperemesis,C0235250,Hyperemesis,alias,0.0,"[""T184""]"
4649,Hyperglycemia,C0020456,Hyperglycemia,alias,0.0,"[""T047""]"
4651,Hydroureter,C0521620,Dilatation of ureter,alias,0.0,"[""T190""]"
4653,Hyper Ige Syndrome,C3887645,Job Syndrome,alias,0.0,"[""T047""]"
4654,Hyper Igm Syndrome,C0272236,Hyperimmunoglobulin M syndrome,alias,0.0,"[""T047""]"
4655,Hyperacusis,C0034880,Hyperacusis,alias,0.0,"[""T184""]"
4656,Hyperaldosteronism,C0020428,Hyperaldosteronism,alias,0.0,"[""T047""]"
4657,Hyperbilirubinemia,C0020433,Hyperbilirubinemia,alias,0.0,"[""T047""]"
4658,Hypercalcemia,C0020437,Hypercalcemia,alias,0.0,"[""T047""]"
4659,Hydrocele,C1720771,Testicular Hydrocele,alias,0.0,"[""T019""]"
4660,Hydrocele Repair,C0558336,Repair of hydrocele (procedure),alias,0.0,"[""T061""]"
4661,Hydrocelectomy,C0194977,Hydrocelectomy,alias,0.0,"[""T061""]"
4662,Hydrocephalus,C0020255,Hydrocephalus,alias,0.0,"[""T047""]"
4663,Hydromyelia,C0039144,Syringomyelia,alias,0.0,"[""T047""]"
4664,Hydronephrosis,C0020295,Hydronephrosis,alias,0.0,"[""T047""]"
4665,Hydrops Of Gallbladder,C0152445,Hydrops of gallbladder,alias,0.0,"[""T047""]"
4666,Hydrorhachis,C0152444,Hydromyelia,alias,0.0,"[""T047""]"
4667,Hydrosalpinx,C0221376,Hydrosalpinx (disease),alias,0.0,"[""T047""]"
4668,Hunter Syndrome,C0026705,Mucopolysaccharidosis II,alias,0.0,"[""T047""]"
4669,Huntingtons Disease,C0020179,Huntington Disease,alias,0.0,"[""T047""]"
4670,Hurler Syndrome,C0086795,Pfaundler-Hurler Syndrome,alias,0.0,"[""T047""]"
4675,Human Bites,C0005660,Human Bite,alias,0.0,"[""T037""]"
4681,Humerus Fracture,C0020162,Humeral Fractures,alias,0.0,"[""T037""]"
4684,Hormone Replacement Therapy,C0282402,Hormone replacement therapy,alias,0.0,"[""T061""]"
4685,Horner Syndrome,C0019937,Horner Syndrome,alias,0.0,"[""T047""]"
4686,Horseshoe Kidney,C0221353,Horseshoe Kidney,alias,0.0,"[""T019""]"
4689,Hot Flashes,C0600142,Hot flushes,alias,0.0,"[""T184""]"
4691,Holter Monitor,C0013801,Holter Electrocardiography,alias,0.0,"[""T060""]"
4696,Homebound,C5202692,Homebound Instruction,alias,0.0,"[""T065""]"
4697,Homelessness,C0237154,Homelessness,alias,0.0,"[""T033""]"
4698,Hormone Imbalance,C3263685,Hormone abnormality,alias,0.0,"[""T033""]"
4704,Hla Typing,C0242318,HLA Typing,alias,0.0,"[""T059""]"
4705,Hoarseness,C0019825,Hoarseness,alias,0.0,"[""T184""]"
4706,Hodgkin Lymphoma,C0019829,Hodgkin Disease,alias,0.0,"[""T191""]"
4707,Holoprosencephaly,C0079541,Holoprosencephaly,alias,0.0,"[""T019""]"
4708,Histoplasmosis,C0019655,Histoplasmosis,alias,0.0,"[""T047""]"
4716,Hirschsprungs Disease,C0019569,Hirschsprung Disease,alias,0.0,"[""T047""]"
4717,Hirsutism,C0019572,Hirsutism,alias,0.0,"[""T047""]"
4719,Histiocytic Sarcoma,C0334663,Histiocytic sarcoma,alias,0.0,"[""T191""]"
4720,Histiocytosis,C0398597,Histiocytic syndrome,alias,0.0,"[""T047""]"
4724,Hip Replacement,C0392806,Hip Replacement Arthroplasty (procedure),alias,0.0,"[""T061""]"
4727,Hip Sprain,C0272889,Sprain of hip,alias,0.0,"[""T037""]"
4728,Hip Surgery,C0596706,hip surgery,alias,0.0,"[""T061""]"
4732,Hip Osteoarthritis,C0029410,Osteoarthritis of hip,alias,0.0,"[""T047""]"
4733,Hip Pain,C0019559,Hip joint pain,alias,0.0,"[""T184""]"
4735,Hip Click,C0427285,Clicking hip,alias,0.0,"[""T184""]"
4736,Hip Dislocation,C0019554,Hip Dislocation,alias,0.0,"[""T037""]"
4737,Hip Dysplasia,C1328407,Hip Dysplasia,alias,0.0,"[""T190""]"
4738,Hip Fracture,C0019557,Hip Fractures,alias,0.0,"[""T037""]"
4740,Hip Injury,C0281865,Hip Injuries,alias,0.0,"[""T037""]"
4744,High Iron,C0860976,iron increased,alias,0.0,"[""T033""]"
4746,High Risk Pregnancy,C0242786,High-Risk Pregnancy,alias,0.0,"[""T046""]"
4747,Hilar Adenopathy,C0149711,hilar adenopathy,alias,0.0,"[""T047""]"
4749,Hip Arthritis,C0263776,Coxitis,alias,0.0,"[""T047""]"
4755,High Dose Rate Brachytherapy,C0454270,High dose brachytherapy (procedure),alias,0.0,"[""T061""]"
4756,High Eosinophil Count,C0014457,Eosinophilia,alias,0.0,"[""T047""]"
4757,High Grade Astrocytoma,C0334579,Anaplastic astrocytoma,alias,0.0,"[""T191""]"
4758,Hickman Catheter,C0179762,Hickman catheter,alias,0.0,"[""T074""]"
4760,Hidradenitis Suppurativa,C0162836,Hidradenitis Suppurativa,alias,0.0,"[""T047""]"
4766,Heterotopic Ossification,C0029396,Heterotopic Ossification,alias,0.0,"[""T046""]"
4769,Hiatal Hernia,C3489393,Hiatal Hernia,alias,0.0,"[""T047""]"
4770,Hiatal Hernia Repair,C0014857,Repair of paraesophageal diaphragmatic hernia,alias,0.0,"[""T061""]"
4771,Hiccups,C0019521,Hiccough,alias,0.0,"[""T033""]"
4773,Herpes Zoster,C0019360,Herpes zoster disease,alias,0.0,"[""T047""]"
4775,Herpes Zoster Encephalitis,C0153017,Varicella Zoster Encephalitis,alias,0.0,"[""T047""]"
4778,Herpetic Stomatitis,C0038366,"Stomatitis, Herpetic",alias,0.0,"[""T047""]"
4779,Herpetic Whitlow,C0153042,Herpetic whitlow,alias,0.0,"[""T047""]"
4780,Herpangina,C0019338,Herpangina,alias,0.0,"[""T047""]"
4781,Herpes,C0019340,Herpes NOS,alias,0.0,"[""T047""]"
4782,Herpes Encephalitis,C0276226,Herpes encephalitis,alias,0.0,"[""T047""]"
4783,Herpes Meningitis,C0863159,meningitis herpes,alias,0.0,"[""T047""]"
4786,Herpes Simplex Keratitis,C0019357,"Keratitis, Herpetic",alias,0.0,"[""T047""]"
4788,Hereditary Spastic Paraplegia,C0037773,"Spastic Paraplegia, Hereditary",alias,0.0,"[""T047""]"
4789,Hereditary Spherocytosis,C0037889,Hereditary spherocytosis,alias,0.0,"[""T047""]"
4790,Hernia,C0019270,Hernia,alias,0.0,"[""T190""]"
4791,Hernia Repair,C0019328,Herniorrhaphy,alias,0.0,"[""T061""]"
4792,Herniated Disc,C0021818,Intervertebral Disk Displacement,alias,0.0,"[""T047""]"
4794,Heroin Addiction,C0019337,Heroin Dependence,alias,0.0,"[""T048""]"
4798,Hereditary Renal Cell Carcinoma,C2608055,Hereditary Renal Cell Carcinoma,alias,0.0,"[""T191""]"
4800,Hereditary Retinal Dystrophy,C0154860,Hereditary retinal dystrophy,alias,0.0,"[""T047""]"
4801,Hereditary Retinoblastoma,C0751483,Familial Retinoblastoma,alias,0.0,"[""T191""]"
4803,Hereditary Hemorrhagic Telangiectasia,C0039445,Hereditary hemorrhagic telangiectasia,alias,0.0,"[""T047""]"
4806,Hereditary Melanoma,C1512419,Hereditary Melanoma,alias,0.0,"[""T191""]"
4807,Hereditary Optic Atrophy,C0029125,"Optic Atrophies, Hereditary",alias,0.0,"[""T047""]"
4809,Hereditary Corneal Dystrophy,C0010035,Hereditary corneal dystrophy,alias,0.0,"[""T047""]"
4813,Herceptin,C0338204,Herceptin,alias,0.0,"[""T116"", ""T121"", ""T129""]"
4814,Hereditary Angioedema,C0019243,"Angioedemas, Hereditary",alias,0.0,"[""T047""]"
4820,Hepatoblastoma,C0206624,Hepatoblastoma,alias,0.0,"[""T191""]"
4821,Hepatomegaly,C0019209,Hepatomegaly,alias,0.0,"[""T033""]"
4822,Hepatopulmonary Syndrome,C0600452,Hepatopulmonary Syndrome,alias,0.0,"[""T047""]"
4823,Hepatorenal Syndrome,C0019212,Hepatorenal Syndrome,alias,0.0,"[""T047""]"
4824,Hepatosplenomegaly,C0019214,Hepatosplenomegaly,alias,0.0,"[""T184""]"
4825,Hepatitis A Vaccination,C0419735,Hepatitis A immunization,alias,0.0,"[""T061""]"
4826,Hepatitis B,C0019163,Hepatitis B,alias,0.0,"[""T047""]"
4827,Hepatitis B Vaccination,C0474232,Administration of hepatitis B vaccine,alias,0.0,"[""T061""]"
4828,Hepatitis C,C0019196,Hepatitis C,alias,0.0,"[""T047""]"
4829,Hepatitis D,C0011226,Hepatitis D Infection,alias,0.0,"[""T047""]"
4830,Hepatitis E,C0085293,Hepatitis E,alias,0.0,"[""T047""]"
4831,Hepatic Dysfunction,C0086565,Liver Dysfunction,alias,0.0,"[""T033""]"
4832,Hepatic Encephalopathy,C0019151,Hepatic Encephalopathy,alias,0.0,"[""T047""]"
4834,Hepatic Lobectomy,C0193399,Lobectomy of liver,alias,0.0,"[""T061""]"
4835,Hepatic Porphyria,C0162533,"Porphyrias, Hepatic",alias,0.0,"[""T047""]"
4836,Hepatitis,C0019158,Hepatitis,alias,0.0,"[""T047""]"
4837,Hepatitis A,C0019159,Hepatitis A,alias,0.0,"[""T047""]"
4838,Hemothorax,C0019123,Hemothorax,alias,0.0,"[""T046""]"
4840,Heparin Induced Thrombocytopenia,C0272285,Heparin-induced thrombocytopenia,alias,0.0,"[""T047""]"
4841,Hepatic Artery Embolization,C0397761,Embolization of hepatic artery,alias,0.0,"[""T061""]"
4842,Hepatic Artery Infusion Pump,C4725669,Hepatic Artery Infusion Pump,alias,0.0,"[""T074""]"
4843,Hepatic Cyst,C0267834,Liver cyst,alias,0.0,"[""T047""]"
4845,Hemorrhoidectomy,C0019108,Hemorrhoidectomy,alias,0.0,"[""T061""]"
4847,Hemorrhoids,C0019112,Hemorrhoids,alias,0.0,"[""T047""]"
4849,Hemosiderotic Fibrolipomatous Tumor,C4053521,Hemosiderotic Fibrolipomatous Tumor,alias,0.0,"[""T191""]"
4850,Hemophilia Inhibitors,C0472802,Hereditary factor VIII deficiency disease with inhibitor,alias,0.0,"[""T047""]"
4851,Hemoptysis,C0019079,Hemoptysis,alias,0.0,"[""T184""]"
4855,Hemorrhagic Conjunctivitis,C0864715,hemorrhagic conjunctivitis,alias,0.0,"[""T047""]"
4856,Hemorrhagic Stroke,C5234922,Hemorrhagic Stroke,alias,0.0,"[""T047""]"
4857,Hemodialysis,C0019004,Hemodialysis,alias,0.0,"[""T061""]"
4859,Hemoglobinopathies,C0019045,Hemoglobinopathies,alias,0.0,"[""T047""]"
4860,Hemolytic Anemia,C0002878,"Anemia, Hemolytic",alias,0.0,"[""T047""]"
4862,Hemolytic Uremic Syndrome,C0019061,Hemolytic-Uremic Syndrome,alias,0.0,"[""T047""]"
4863,Hemophagocytic Lymphohistiocytosis,C0024291,"Lymphohistiocytosis, Hemophagocytic",alias,0.0,"[""T047""]"
4864,Hemophilia,C0019069,Hemophilia A,alias,0.0,"[""T047""]"
4866,Hemiparesis,C0018989,Hemiparesis,alias,0.0,"[""T184""]"
4867,Hemiplegia,C0018991,Hemiplegia,alias,0.0,"[""T184""]"
4868,Hemispherectomy,C0175763,Hemispherectomy,alias,0.0,"[""T061""]"
4869,Hemitruncus,C4021134,Anomalous origin of one pulmonary artery from ascending aorta,alias,0.0,"[""T019""]"
4871,Hemochromatosis,C0018995,Hemochromatosis,alias,0.0,"[""T047""]"
4872,Hemiatrophy,C0333662,Hemiatrophy,alias,0.0,"[""T046""]"
4873,Hemicolectomy,C0546535,Hemicolectomy,alias,0.0,"[""T061""]"
4874,Hemicrania Continua,C2349425,Hemicrania continua,alias,0.0,"[""T047""]"
4875,Hemidystonia,C1960561,Hemidystonia,alias,0.0,"[""T047""]"
4876,Hemifacial Atrophy,C0015458,Facial Hemiatrophy,alias,0.0,"[""T047""]"
4877,Hemifacial Microsomia,C3495417,Hemifacial microsomia,alias,0.0,"[""T019""]"
4878,Hemihypertrophy,C0332890,Congenital hemihypertrophy,alias,0.0,"[""T019""]"
4879,Hemangioendothelioma,C0018915,Hemangioendothelioma,alias,0.0,"[""T191""]"
4880,Hemangiomas,C0018916,Hemangioma,alias,0.0,"[""T191""]"
4881,Hemangiopericytoma,C1266119,Solitary fibrous tumor,alias,0.0,"[""T191""]"
4882,Hemangiosarcoma,C0018923,Hemangiosarcoma,alias,0.0,"[""T191""]"
4883,Hemarthrosis,C0018924,Hemarthrosis,alias,0.0,"[""T046""]"
4884,Hematemesis,C0018926,Hematemesis,alias,0.0,"[""T184""]"
4885,Hematuria,C0018965,Hematuria,alias,0.0,"[""T047""]"
4887,Heavy Menstrual Bleeding,C0025323,Menorrhagia,alias,0.0,"[""T046""]"
4888,Heel Pain,C0231780,Heel pain,alias,0.0,"[""T184""]"
4889,Heel Spur,C0158322,Heel Spur,alias,0.0,"[""T047""]"
4890,Helicobacter Pylori,C0079488,Helicobacter pylori,alias,0.0,"[""T007""]"
4892,Hellp Syndrome,C0162739,HELLP Syndrome,alias,0.0,"[""T047""]"
4893,Helminthiasis,C0018889,Helminthiasis,alias,0.0,"[""T047""]"
4894,Hemangioblastoma,C0206734,Hemangioblastoma,alias,0.0,"[""T191""]"
4895,Heart Transplant,C0018823,Heart Transplantation,alias,0.0,"[""T061""]"
4896,Heart Transplant Rejection,C0340530,Cardiac transplant rejection,alias,0.0,"[""T046""]"
4897,Heart Valve Disease,C0018824,Heart valve disease,alias,0.0,"[""T047""]"
4899,Heat Exhaustion,C0018839,Heat Exhaustion,alias,0.0,"[""T037""]"
4900,Heat Illness,C1456556,Heat illness,alias,0.0,"[""T037""]"
4901,Heat Intolerance,C0231274,Intolerant of heat,alias,0.0,"[""T046""]"
4902,Heart Block,C0018794,Heart Block,alias,0.0,"[""T047""]"
4903,Heart Disease,C0018799,Heart Diseases,alias,0.0,"[""T047""]"
4907,Heart Murmur,C0018808,Heart murmur,alias,0.0,"[""T033""]"
4908,Heart Problems,C0795691,HEART PROBLEM,alias,0.0,"[""T184""]"
4915,Hearing Loss Noise Induced,C0018781,Noise-induced hearing loss,alias,0.0,"[""T037""]"
4917,Heart Biopsy,C0189784,Biopsy of heart,alias,0.0,"[""T060""]"
4918,Health Screening,C0220908,Screening procedure,alias,0.0,"[""T060""]"
4919,Healthy Aging,C2963171,Healthy Aging,alias,0.0,"[""T102""]"
4920,Healthy Eating,C0452415,"Diet, Healthy",alias,0.0,"[""T033""]"
4921,Hearing Aids,C0018768,Hearing Aids,alias,0.0,"[""T074""]"
4923,Hearing Loss,C1384666,hearing impairment,alias,0.0,"[""T047""]"
4926,Head Trauma,C0018674,Craniocerebral Trauma,alias,0.0,"[""T037""]"
4927,Headache,C0018681,Headache,alias,0.0,"[""T184""]"
4931,Health Maintenance,C0262500,Health maintenance,alias,0.0,"[""T058""]"
4932,Health Psychology,C0302827,Health Psychology,alias,0.0,"[""T091""]"
4935,Head Banging,C0018672,Head Banging,alias,0.0,"[""T048""]"
4936,Head Congestion,C0849795,head congestion,alias,0.0,"[""T184""]"
4939,Head Mass,C1399729,Mass of head,alias,0.0,"[""T033""]"
4942,Hashimoto Thyroiditis,C0677607,Hashimoto Disease,alias,0.0,"[""T047""]"
4943,Head Abscess,C0744600,head abscess,alias,0.0,"[""T047""]"
4944,Head And Neck Cancer,C0278996,Malignant Head and Neck Neoplasm,alias,0.0,"[""T191""]"
4949,Hand Tendon Injury,C0434301,Tendon injury - hand,alias,0.0,"[""T037""]"
4953,Hangover,C0221100,Hangover from any Alcohol or Other Drugs substance,alias,0.0,"[""T184""]"
4958,Hand Injury,C0018571,Hand Injuries,alias,0.0,"[""T037""]"
4959,Hand Mass,C0587049,Mass of hand,alias,0.0,"[""T033""]"
4960,Hand Osteoarthritis,C0263746,Osteoarthritis of the hand,alias,0.0,"[""T047""]"
4961,Hand Pain,C0239833,Hand pain,alias,0.0,"[""T184""]"
4963,Hand Surgery,C0187067,Operative procedure on hand,alias,0.0,"[""T061""]"
4965,Hamstring Injury,C0856356,Hamstring injury,alias,0.0,"[""T037""]"
4966,Hamstring Lengthening,C0188118,Lengthening of hamstring tendon,alias,0.0,"[""T061""]"
4968,Hand Arthritis,C0409208,Arthritis of hand,alias,0.0,"[""T047""]"
4969,Hand Dermatitis,C0239816,Hand eczema,alias,0.0,"[""T047""]"
4970,Hand Foot Mouth Disease,C0018572,"Hand, Foot and Mouth Disease",alias,0.0,"[""T047""]"
4971,Hand Fracture,C0435632,Fracture of hand,alias,0.0,"[""T037""]"
4972,Hairy Cell Leukemia,C0023443,Hairy Cell Leukemia,alias,0.0,"[""T191""]"
4973,Hairy Tongue,C0040414,Hairy tongue,alias,0.0,"[""T047""]"
4974,Halitosis,C0018520,Halitosis,alias,0.0,"[""T184""]"
4976,Hamartoma,C0018552,Hamartoma,alias,0.0,"[""T191""]"
4978,Hammer Toe,C1136179,Hammer Toe,alias,0.0,"[""T190""]"
4980,Habit Disorder,C0278076,Behavioral tic,alias,0.0,"[""T048""]"
4981,Haemophilus Influenzae,C0018483,Haemophilus influenzae,alias,0.0,"[""T007""]"
4982,Haemophilus Meningitis,C0025292,"Meningitis, Haemophilus",alias,0.0,"[""T047""]"
4984,Hair Diseases,C0018500,Hair Diseases,alias,0.0,"[""T047""]"
4986,Hair Transplant,C0191626,Hair transplant procedure,alias,0.0,"[""T061""]"
4987,Gynecologic Cancer,C0699889,Malignant Female Reproductive System Neoplasm,alias,0.0,"[""T191""]"
4992,Gynecological Exam,C0200044,Gynecological examination,alias,0.0,"[""T058""]"
4994,Gynecomastia,C0018418,Gynecomastia,alias,0.0,"[""T047""]"
4995,Guaiac Positive Stool,C0266813,Fecal occult blood: positive,alias,0.0,"[""T033""]"
4996,Guided Imagery,C0150627,Guided imagery,alias,0.0,"[""T061""]"
5000,Gum Infection,C0744403,Gum Infection,alias,0.0,"[""T047""]"
5004,Growth Hormone Deficiency,C0271561,Somatotropin deficiency,alias,0.0,"[""T047""]"
5008,Growth Plate Fracture,C1611188,Salter-Harris Fractures,alias,0.0,"[""T037""]"
5009,Growth Plate Injury,C1611188,Salter-Harris Fractures,alias,0.0,"[""T037""]"
5013,Groin Mass,C0240007,Inguinal mass,alias,0.0,"[""T184""]"
5014,Groin Pain,C0239783,Inguinal pain,alias,0.0,"[""T184""]"
5016,Growth Disorders,C0018273,Growth Disorders,alias,0.0,"[""T046""]"
5017,Growth Failure,C0015544,Failure to Thrive,alias,0.0,"[""T047""]"
5018,Granulocytic Sarcoma,C0152276,Granulocytic Sarcoma,alias,0.0,"[""T191""]"
5019,Granuloma Annulare,C0085074,Granuloma Annulare,alias,0.0,"[""T047""]"
5020,Granuloma Inguinale,C0018190,Granuloma Inguinale,alias,0.0,"[""T047""]"
5022,Graves Disease,C0018213,Graves Disease,alias,0.0,"[""T047""]"
5025,Grief,C0018235,Grief reaction,alias,0.0,"[""T041""]"
5029,Graft Versus Host Disease,C0018133,Graft-vs-Host Disease,alias,0.0,"[""T047""]"
5031,Grand Mal Status Epilepticus,C0311335,Grand Mal Status Epilepticus,alias,0.0,"[""T047""]"
5032,Granular Cell Tumor,C0085167,Granular cell tumor,alias,0.0,"[""T191""]"
5034,Gonadal Dysgenesis,C0041408,Turner Syndrome,alias,0.0,"[""T047""]"
5036,Gonarthrosis,C0877389,Gonarthrosis,alias,0.0,"[""T047""]"
5037,Goniotomy,C0018072,Goniotomy,alias,0.0,"[""T061""]"
5038,Gonococcal Arthritis,C0153216,Gonococcal joint infection,alias,0.0,"[""T047""]"
5039,Gonorrhea,C0018081,Gonorrhea,alias,0.0,"[""T047""]"
5040,Gorlin Syndrome,C0004779,Basal Cell Nevus Syndrome,alias,0.0,"[""T191""]"
5041,Gout,C0018099,Gout,alias,0.0,"[""T047""]"
5043,Gluten Sensitivity,C0850024,Gluten sensitivity,alias,0.0,"[""T047""]"
5045,Glycogen Storage Disease,C0017919,Glycogen Storage Disease,alias,0.0,"[""T047""]"
5046,Gnathostomiasis,C0018013,Gnathostomiasis,alias,0.0,"[""T047""]"
5048,Goiter,C0018021,Goiter,alias,0.0,"[""T047""]"
